date,open,high,low,close,volume
2024-06-03,21.9,22.4,20.73,21.28,26098129.0
2024-06-04,21.04,21.625,20.66,20.78,17412353.0
2024-06-05,21.0,21.59,20.39,21.57,14410376.0
2024-06-06,22.25,23.25,21.744,22.97,40881175.0
2024-06-07,22.52,23.69,22.145,22.18,24723105.0
2024-06-10,22.1,23.525,22.06,23.42,17959474.0
2024-06-11,22.832,23.305,22.13,23.22,14472823.0
2024-06-12,24.0,24.28,23.5301,23.7,21351365.0
2024-06-13,23.69,23.74,22.92,23.31,13045759.0
2024-06-14,23.1,23.57,22.36,22.42,13059615.0
2024-06-17,22.32,22.72,21.7,22.25,13998331.0
2024-06-18,21.97,22.22,21.8,21.86,10181103.0
2024-06-20,22.0,22.07,21.1801,21.73,13386625.0
2024-06-21,21.52,22.33,21.25,22.29,21034118.0
2024-06-24,21.85,22.3299,20.88,21.37,19032635.0
2024-06-25,21.48,22.285,21.22,22.14,12242454.0
2024-06-26,22.68,23.3299,22.22,22.31,19146072.0
2024-06-27,22.44,22.7911,22.27,22.59,7318577.0
2024-06-28,22.64,23.085,22.34,22.71,11668058.0
2024-07-01,22.82,23.13,22.43,22.79,11188162.0
2024-07-02,22.635,22.8,22.07,22.46,9492247.0
2024-07-03,22.45,23.129,22.45,22.89,7631195.0
2024-07-05,22.08,22.74,21.72,22.68,9400851.0
2024-07-08,22.72,22.88,21.91,22.09,10579861.0
2024-07-09,22.25,23.27,22.15,22.6,12196790.0
2024-07-10,22.71,22.87,22.08,22.32,12625289.0
2024-07-11,22.65,22.98,21.98,22.04,13151524.0
2024-07-12,22.0,22.4451,21.75,22.28,10380668.0
2024-07-15,23.0,24.01,22.76,23.94,20401730.0
2024-07-16,24.06,24.81,23.35,24.63,23046681.0
2024-07-17,24.13,24.88,23.57,24.18,14124911.0
2024-07-18,24.22,24.45,22.66,22.83,14304702.0
2024-07-19,22.94,23.87,22.8,23.41,9348426.0
2024-07-22,23.24,24.02,23.095,23.42,16691414.0
2024-07-23,23.23,23.4,22.82,22.87,10292573.0
2024-07-24,22.66,22.9062,21.36,21.41,13153076.0
2024-07-25,21.16,21.785,20.63,21.18,9131006.0
2024-07-26,21.59,21.985,21.125,21.2,8362497.0
2024-07-29,21.56,21.84,20.95,21.18,8115146.0
2024-07-30,21.3,21.35,20.29,20.4,11020800.0
2024-07-31,20.84,21.2076,20.53,20.57,9201949.0
2024-08-01,20.89,21.3,19.83,20.24,13110741.0
2024-08-02,19.2,19.29,17.69,17.88,30564473.0
2024-08-05,14.7,16.725,13.98,16.42,44991066.0
2024-08-06,17.03,17.52,16.25,17.21,22515083.0
2024-08-07,17.6,17.64,16.86,17.12,32590340.0
2024-08-08,17.665,18.1,16.68,17.73,48790451.0
2024-08-09,17.8,18.2799,17.55,17.92,17345932.0
2024-08-12,18.36,18.79,18.1062,18.54,18899085.0
2024-08-13,18.78,18.84,18.36,18.41,12906962.0
2024-08-14,18.73,19.06,18.57,18.65,13613554.0
2024-08-15,19.32,20.07,19.135,19.55,23025914.0
2024-08-16,19.51,20.04,19.4,19.98,14101693.0
2024-08-19,19.935,20.31,19.81,20.28,11372150.0
2024-08-20,20.36,20.43,19.69,19.83,10363686.0
2024-08-21,19.73,20.205,19.52,20.18,9837147.0
2024-08-22,20.14,20.37,19.85,19.89,7417947.0
2024-08-23,20.062,21.21,20.0,21.12,13294483.0
2024-08-26,21.12,21.16,20.79,20.96,10676331.0
2024-08-27,20.8,21.54,20.59,21.36,8052553.0
2024-08-28,21.15,21.1993,20.0,20.32,10959698.0
2024-08-29,20.4,20.655,20.09,20.17,7621530.0
2024-08-30,20.38,20.4,19.835,20.12,11026191.0
2024-09-03,19.755,19.965,19.21,19.37,11353453.0
2024-09-04,19.01,19.61,18.8108,19.11,9865395.0
2024-09-05,19.0,19.68,18.84,19.67,11493534.0
2024-09-06,19.74,20.2399,18.71,18.94,12834240.0
2024-09-09,19.21,19.83,19.04,19.66,10350580.0
2024-09-10,19.6,19.739,18.825,19.7,10336504.0
2024-09-11,19.58,20.795,19.54,20.64,12396201.0
2024-09-12,20.83,21.735,20.67,21.64,13536081.0
2024-09-13,21.695,22.43,21.61,22.07,11931614.0
2024-09-16,21.704,22.535,21.5,22.21,8155644.0
2024-09-17,22.545,22.93,22.4,22.64,8636576.0
2024-09-18,22.7,23.495,22.34,22.95,13807208.0
2024-09-19,23.936,24.06,22.74,22.81,14118875.0
2024-09-20,22.81,22.955,22.31,22.73,22849812.0
2024-09-23,22.782,23.325,22.6234,22.7,11694162.0
2024-09-24,22.68,22.85,22.2523,22.77,7446081.0
2024-09-25,22.58,22.82,22.335,22.39,4989415.0
2024-09-26,22.78,22.88,22.19,22.43,9350659.0
2024-09-27,22.55,23.98,22.4112,23.89,18021320.0
2024-09-30,23.97,24.13,23.08,23.42,10117414.0
2024-10-01,23.4,23.46,22.28,22.33,11467433.0
2024-10-02,22.42,23.18,22.33,22.63,12009725.0
2024-10-03,22.464,22.7092,22.05,22.43,7145969.0
2024-10-04,23.0,23.39,22.61,22.89,9729249.0
2024-10-07,22.75,23.425,22.72,23.32,10007876.0
2024-10-08,23.47,25.8,23.44,25.61,39241472.0
2024-10-09,25.49,25.69,24.17,25.65,22201810.0
2024-10-10,25.5,25.87,24.705,25.5,12990173.0
2024-10-11,25.75,26.65,25.69,26.27,16868918.0
2024-10-14,26.9,27.14,26.16,27.0,17233030.0
2024-10-15,27.135,27.33,25.905,26.8,16466537.0
2024-10-16,27.04,27.172,26.565,26.93,12381959.0
2024-10-17,27.08,27.08,26.086,26.32,11588294.0
2024-10-18,26.55,27.04,26.42,26.83,10721237.0
2024-10-21,26.78,27.105,26.18,26.97,10284171.0
2024-10-22,26.9,27.6,26.82,27.41,11978848.0
2024-10-23,27.11,27.3856,26.28,26.7,10203219.0
2024-10-24,26.95,27.33,26.69,27.22,7687320.0
2024-10-25,27.51,27.75,26.92,27.06,8752240.0
2024-10-28,27.935,28.23,27.51,27.88,14670889.0
2024-10-29,28.25,28.36,27.6001,28.03,13257630.0
2024-10-30,27.915,28.575,27.55,28.21,26660923.0
2024-10-31,26.02,26.48,23.15,23.49,45738937.0
2024-11-01,23.7,24.1178,23.0,23.97,21594091.0
2024-11-04,23.75,24.56,23.5401,24.32,15067248.0
2024-11-05,24.535,25.275,24.42,24.96,12947193.0
2024-11-06,27.73,30.06,26.74,29.86,49591636.0
2024-11-07,29.06,30.04,28.67,29.36,24913048.0
2024-11-08,29.35,30.63,29.21,30.54,22564144.0
2024-11-11,32.94,34.32,32.23,32.8,43967193.0
2024-11-12,31.74,33.76,31.46,33.0,26059471.0
2024-11-13,33.63,34.1,31.8231,31.91,23203628.0
2024-11-14,32.85,33.0,31.5916,32.22,13023394.0
2024-11-15,32.01,32.355,31.26,32.32,17537523.0
2024-11-18,33.11,35.615,32.9,35.0,36964853.0
2024-11-19,34.56,36.32,34.0,35.24,27227493.0
