date,open,high,low,close,volume
2024-06-03,7.86,8.04,7.86,7.99,841317.0
2024-06-04,7.89,8.04,7.58,7.85,1580963.0
2024-06-05,7.91,8.32,7.86,8.27,907639.0
2024-06-06,8.26,8.41,8.24,8.39,527855.0
2024-06-07,8.34,8.65,8.26,8.34,864874.0
2024-06-10,8.25,8.39,8.14,8.37,695505.0
2024-06-11,8.35,8.35,8.21,8.26,480692.0
2024-06-12,8.35,8.48,8.02,8.1,1033645.0
2024-06-13,8.12,8.29,7.99,8.13,1878363.0
2024-06-14,8.06,8.36,7.96,8.32,929968.0
2024-06-17,8.07,8.36,7.82,7.9,777919.0
2024-06-18,7.8,7.92,7.53,7.55,455734.0
2024-06-20,7.44,7.52,7.05,7.09,613457.0
2024-06-21,7.09,7.33,7.07,7.26,709073.0
2024-06-24,7.32,7.59,7.25,7.58,500513.0
2024-06-25,7.54,7.64,7.32,7.32,344066.0
2024-06-26,7.31,7.61,7.19,7.59,873783.0
2024-06-27,7.62,7.88,7.59,7.85,629491.0
2024-06-28,7.89,8.03,7.44,7.82,3250226.0
2024-07-01,7.83,8.35,7.82,7.97,1062223.0
2024-07-02,7.99,8.13,7.81,7.88,395262.0
2024-07-03,7.94,8.08,7.91,7.95,342976.0
2024-07-05,7.9,7.995,7.83,7.96,293218.0
2024-07-08,7.99,8.17,7.83,7.85,1022434.0
2024-07-09,8.01,8.06,7.62,7.79,787678.0
2024-07-10,7.8,7.92,7.77,7.9,322168.0
2024-07-11,8.14,8.97,8.1,8.81,2046406.0
2024-07-12,8.99,9.025,8.74,8.87,806139.0
2024-07-15,9.0,9.22,8.87,8.98,1106667.0
2024-07-16,9.15,10.0,9.05,9.87,1716225.0
2024-07-17,9.44,10.03,9.44,10.0,2157524.0
2024-07-18,9.92,10.01,9.785,10.0,1386731.0
2024-07-19,10.0,10.1,9.82,10.07,996474.0
2024-07-22,9.81,10.16,9.81,9.93,1525473.0
2024-07-23,9.88,9.94,9.35,9.54,742041.0
2024-07-24,9.53,9.75,9.24,9.29,1221623.0
2024-07-25,9.37,9.57,9.17,9.36,1416855.0
2024-07-26,9.8,9.8,8.77,8.93,1459016.0
2024-07-29,8.95,8.95,8.55,8.56,902341.0
2024-07-30,8.64,9.04,8.62,8.76,987627.0
2024-07-31,8.76,8.91,8.4,8.74,1675113.0
2024-08-01,8.83,8.93,8.38,8.62,1087285.0
2024-08-02,8.95,9.07,7.92,8.94,1254833.0
2024-08-05,8.5,8.88,8.05,8.83,1409740.0
2024-08-06,9.09,9.38,8.64,9.17,678498.0
2024-08-07,9.03,9.29,8.49,8.75,844134.0
2024-08-08,8.8,8.865,8.3,8.42,681514.0
2024-08-09,8.35,8.86,8.3095,8.62,634739.0
2024-08-12,8.58,8.68,8.22,8.26,658296.0
2024-08-13,8.32,8.52,8.17,8.49,831837.0
2024-08-14,8.78,8.83,8.46,8.67,594060.0
2024-08-15,8.87,8.88,8.58,8.59,444950.0
2024-08-16,8.58,8.7,8.475,8.7,586085.0
2024-08-19,8.7,8.87,8.54,8.59,613949.0
2024-08-20,8.57,8.67,8.38,8.49,633912.0
2024-08-21,8.52,8.85,8.31,8.84,695070.0
2024-08-22,8.88,9.04,8.24,9.02,785861.0
2024-08-23,9.09,9.39,8.94,9.27,480493.0
2024-08-26,9.29,9.43,9.135,9.42,373778.0
2024-08-27,9.41,9.45,9.06,9.06,412754.0
2024-08-28,9.03,9.12,8.72,8.84,661940.0
2024-08-29,8.91,8.995,8.82,8.89,253983.0
2024-08-30,8.94,9.14,8.83,9.01,479465.0
2024-09-03,8.96,9.959,8.75,9.81,1092617.0
2024-09-04,9.81,10.06,9.625,9.83,631079.0
2024-09-05,9.7,10.08,9.55,9.84,656732.0
2024-09-06,9.88,9.91,9.36,9.5,424898.0
2024-09-09,9.37,9.44,8.65,9.41,1201146.0
2024-09-10,9.36,9.38,8.975,9.0,1026545.0
2024-09-11,8.92,10.83,8.82,10.75,3049696.0
2024-09-12,11.0,11.61,10.81,11.58,2109998.0
2024-09-13,11.68,12.36,11.5,11.89,1778016.0
2024-09-16,11.96,12.095,11.43,11.51,1054686.0
2024-09-17,11.55,12.13,11.52,11.68,1413724.0
2024-09-18,11.66,12.15,11.37,11.38,2442495.0
2024-09-19,11.59,12.0,11.36,11.39,1274077.0
2024-09-20,11.55,11.915,11.32,11.43,1875150.0
2024-09-23,11.17,11.48,10.96,10.98,1682847.0
2024-09-24,11.0,11.2,10.92,11.05,1089272.0
2024-09-25,11.09,11.5199,11.08,11.26,1466987.0
2024-09-26,11.34,11.5,11.07,11.12,544345.0
2024-09-27,11.21,11.64,11.15,11.47,953958.0
2024-09-30,11.52,11.92,11.36,11.82,1442968.0
2024-10-01,11.84,11.91,9.415,10.0,7524403.0
2024-10-02,9.53,11.6179,9.15,11.265,4226561.0
2024-10-03,11.13,11.18,10.65,10.87,1199674.0
2024-10-04,10.87,11.31,10.77,10.92,1034671.0
2024-10-07,11.07,11.105,10.54,10.85,1283772.0
2024-10-08,10.98,12.2499,10.87,11.72,3014226.0
2024-10-09,11.52,11.98,11.005,11.33,1376522.0
2024-10-10,11.28,11.55,11.04,11.31,971947.0
2024-10-11,11.13,11.51,10.95,11.45,722506.0
2024-10-14,11.3,11.73,11.17,11.39,656362.0
2024-10-15,10.67,11.0775,10.64,10.86,869950.0
2024-10-16,10.97,11.81,10.92,11.8,934536.0
2024-10-17,11.76,11.81,11.19,11.43,643438.0
2024-10-18,11.53,11.73,10.79,10.88,1215293.0
2024-10-21,10.88,10.9853,10.43,10.45,868965.0
2024-10-22,10.29,11.07,10.29,10.76,1206974.0
2024-10-23,10.72,10.92,10.11,10.54,1081556.0
2024-10-24,10.6,10.98,10.57,10.64,637480.0
2024-10-25,10.73,11.3,10.73,11.04,609621.0
2024-10-28,11.18,11.575,11.0,11.54,888044.0
2024-10-29,11.34,12.07,11.32,11.71,1430102.0
2024-10-30,11.71,11.89,11.055,11.73,2774260.0
2024-10-31,11.7,12.44,11.49,12.4,2412185.0
2024-11-01,12.42,12.99,12.07,12.95,1423928.0
2024-11-04,13.0,13.45,12.9147,13.29,1200863.0
2024-11-05,13.14,13.41,12.76,13.28,852305.0
2024-11-06,14.0,14.25,13.485,14.15,3417625.0
2024-11-07,14.0,14.24,13.69,13.78,1114410.0
2024-11-08,13.79,13.98,13.52,13.67,1156401.0
2024-11-11,13.73,13.8995,13.24,13.46,1249749.0
2024-11-12,14.1,14.2,12.9,13.16,1516036.0
2024-11-13,13.24,13.4,12.72,12.78,934141.0
2024-11-14,12.64,13.21,12.61,12.83,783332.0
2024-11-15,11.1,11.65,10.85,11.485,15158010.0
2024-11-18,11.59,11.655,10.95,11.165,3424845.0
2024-11-19,10.8,11.29,10.8,11.09,3851912.0
2024-11-20,11.39,12.24,11.37,11.95,3322973.0
2024-11-21,11.97,12.195,11.55,12.1,2243547.0
2024-11-22,12.31,12.4,11.96,12.05,1265265.0
2024-11-25,12.18,12.6,12.0,12.39,1818849.0
2024-11-26,12.39,12.52,12.03,12.27,1342682.0
2024-11-27,12.27,12.98,12.25,12.83,969231.0
2024-11-29,12.86,13.14,12.53,12.61,715142.0
2024-12-02,12.68,12.97,12.47,12.84,2460844.0
2024-12-03,13.29,13.33,12.52,12.55,2252632.0
2024-12-04,12.55,12.665,12.26,12.52,2360291.0
2024-12-05,12.49,12.545,12.1,12.2,1253051.0
2024-12-06,12.32,12.32,11.32,11.39,1863404.0
2024-12-09,11.54,11.66,11.27,11.43,1904643.0
2024-12-10,11.38,11.67,11.11,11.61,2037097.0
2024-12-11,11.66,11.815,11.44,11.73,1137017.0
2024-12-12,11.7,11.95,11.1,11.12,1518711.0
2024-12-13,11.12,11.47,10.93,11.45,1376437.0
